device_class,device_name,backend,llamacpp_commit,patch_applied,variant,mmproj_variant,mode,prompt_tokens,image_tokens,audio_tokens,audio_seconds,gen_tokens,run_idx,thermal_state,ttft_ms,encoder_ms,prefill_tps,decode_tps,total_ms,peak_rss_gb,peak_vram_gb,avg_power_w,idle_power_w,energy_j_per_1k_tok,notes,power_boundary,avg_power_w_raw,power_samples_used,device_id,source_file,source_row
discrete-gpu-laptop,"RTX 4090 Laptop GPU (ASUS ROG, 16GB VRAM)",CUDA,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,BF16,audio+vision,text-128,138,,,,256,1,sustained,245.558,,1033.507,48.821,5468.751,8.1966,12.291,112.671,11.139,2071.427,,gpu-package (nvidia-smi power.draw; CPU package not captured),,,D1,rtx/results.csv,1
unified-memory-laptop,MacBook Pro / Apple M4 Pro 14-core / 24 GB unified,Metal,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,BF16,audio+vision,audio-30s,1540,,1500,30.0,256,2,sustained,2350,,666,27.9,11500,10.5,unified (no discrete VRAM),21.6,0.6,750,"mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); vm_stat delta (system-wide) swapin=5242 swapout=0 compress=14308; high system-wide memory compression during run but swapout=0 (nothing paged to disk); within-cell decode_tps CV<=0.5%, no measurable throughput impact","soc-package (powermetrics CPU Power + GPU Power; excludes display, DRAM, ANE)",,,D2,macbook/results.csv,22
unified-memory-laptop,MacBook Pro / Apple M4 Pro 14-core / 24 GB unified,Metal,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,BF16,audio+vision,audio-30s,1540,,1500,30.0,256,3,sustained,2430,,646,27.9,11600,10.5,unified (no discrete VRAM),22.1,0.6,767,"mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); vm_stat delta (system-wide) swapin=3304 swapout=0 compress=37218; high system-wide memory compression during run but swapout=0 (nothing paged to disk); within-cell decode_tps CV<=0.5%, no measurable throughput impact","soc-package (powermetrics CPU Power + GPU Power; excludes display, DRAM, ANE)",,,D2,macbook/results.csv,23
unified-memory-laptop,MacBook Pro / Apple M4 Pro 14-core / 24 GB unified,Metal,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,BF16,audio+vision,audio-30s,1540,,1500,30.0,256,4,sustained,2350,,666,27.9,11500,10.5,unified (no discrete VRAM),21.4,0.6,743,"mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); vm_stat delta (system-wide) swapin=1361 swapout=0 compress=10050; high system-wide memory compression during run but swapout=0 (nothing paged to disk); within-cell decode_tps CV<=0.5%, no measurable throughput impact","soc-package (powermetrics CPU Power + GPU Power; excludes display, DRAM, ANE)",,,D2,macbook/results.csv,24
unified-memory-laptop,MacBook Pro / Apple M4 Pro 14-core / 24 GB unified,Metal,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,BF16,audio+vision,audio-30s,1540,,1500,30.0,256,5,sustained,2350,,666,27.8,11500,10.5,unified (no discrete VRAM),21.7,0.6,757,"mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); vm_stat delta (system-wide) swapin=9766 swapout=9088 compress=72887; SWAP-AFFECTED: 9088 pages (149 MB) paged out during run; row retained, decode_tps ~0.4-0.7% below clean runs in same cell","soc-package (powermetrics CPU Power + GPU Power; excludes display, DRAM, ANE)",,,D2,macbook/results.csv,25
unified-memory-laptop,MacBook Pro / Apple M4 Pro 14-core / 24 GB unified,Metal,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,BF16,audio+vision,audio-10s,540,,500,10.0,256,1,sustained,1140,,485,28.4,10100,10.7,unified (no discrete VRAM),20.1,0.6,684,"mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); vm_stat delta (system-wide) swapin=1129 swapout=0 compress=0; high system-wide memory compression during run but swapout=0 (nothing paged to disk); within-cell decode_tps CV<=0.5%, no measurable throughput impact","soc-package (powermetrics CPU Power + GPU Power; excludes display, DRAM, ANE)",,,D2,macbook/results.csv,26
unified-memory-laptop,MacBook Pro / Apple M4 Pro 14-core / 24 GB unified,Metal,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,BF16,audio+vision,audio-10s,540,,500,10.0,256,2,sustained,1140,,484,28.4,10100,10.7,unified (no discrete VRAM),19.4,0.6,661,mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); vm_stat delta (system-wide) swapin=71 swapout=0 compress=0,"soc-package (powermetrics CPU Power + GPU Power; excludes display, DRAM, ANE)",,,D2,macbook/results.csv,27
unified-memory-laptop,MacBook Pro / Apple M4 Pro 14-core / 24 GB unified,Metal,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,BF16,audio+vision,audio-10s,540,,500,10.0,256,3,sustained,1150,,484,28.2,10200,10.7,unified (no discrete VRAM),20.3,0.6,695,"mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); vm_stat delta (system-wide) swapin=56 swapout=15692 compress=70894; SWAP-AFFECTED: 15692 pages (257 MB) paged out during run; row retained, decode_tps ~0.4-0.7% below clean runs in same cell","soc-package (powermetrics CPU Power + GPU Power; excludes display, DRAM, ANE)",,,D2,macbook/results.csv,28
unified-memory-laptop,MacBook Pro / Apple M4 Pro 14-core / 24 GB unified,Metal,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,BF16,audio+vision,audio-10s,540,,500,10.0,256,4,sustained,1150,,481,28.4,10100,10.4,unified (no discrete VRAM),20.2,0.6,686,"mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); vm_stat delta (system-wide) swapin=16 swapout=0 compress=2364; high system-wide memory compression during run but swapout=0 (nothing paged to disk); within-cell decode_tps CV<=0.5%, no measurable throughput impact","soc-package (powermetrics CPU Power + GPU Power; excludes display, DRAM, ANE)",,,D2,macbook/results.csv,29
unified-memory-laptop,MacBook Pro / Apple M4 Pro 14-core / 24 GB unified,Metal,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,BF16,audio+vision,audio-10s,540,,500,10.0,256,5,sustained,1150,,484,28.3,10200,10.5,unified (no discrete VRAM),20.4,0.6,699,"mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); vm_stat delta (system-wide) swapin=2206 swapout=9236 compress=64114; SWAP-AFFECTED: 9236 pages (151 MB) paged out during run; row retained, decode_tps ~0.4-0.7% below clean runs in same cell","soc-package (powermetrics CPU Power + GPU Power; excludes display, DRAM, ANE)",,,D2,macbook/results.csv,30
unified-memory-laptop,MacBook Pro / Apple M4 Pro 14-core / 24 GB unified,Metal,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,text-128,128,,,,256,1,sustained,155,,831,50.4,5210,7.7,unified (no discrete VRAM),22.7,0.6,437,mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); vm_stat delta (system-wide) swapin=16 swapout=0 compress=0,"soc-package (powermetrics CPU Power + GPU Power; excludes display, DRAM, ANE)",,,D2,macbook/results.csv,31
unified-memory-laptop,MacBook Pro / Apple M4 Pro 14-core / 24 GB unified,Metal,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,text-128,128,,,,256,2,sustained,157,,823,50.4,5210,7.7,unified (no discrete VRAM),23,0.6,443,mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); vm_stat delta (system-wide) swapin=60 swapout=0 compress=0,"soc-package (powermetrics CPU Power + GPU Power; excludes display, DRAM, ANE)",,,D2,macbook/results.csv,32
unified-memory-laptop,MacBook Pro / Apple M4 Pro 14-core / 24 GB unified,Metal,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,text-128,128,,,,256,3,sustained,156,,826,50.4,5220,7.7,unified (no discrete VRAM),22.8,0.6,438,mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); vm_stat delta (system-wide) swapin=16 swapout=0 compress=0,"soc-package (powermetrics CPU Power + GPU Power; excludes display, DRAM, ANE)",,,D2,macbook/results.csv,33
unified-memory-laptop,MacBook Pro / Apple M4 Pro 14-core / 24 GB unified,Metal,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,text-128,128,,,,256,4,sustained,157,,825,50.4,5220,7.7,unified (no discrete VRAM),22.7,0.6,436,mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); vm_stat delta (system-wide) swapin=12 swapout=0 compress=0,"soc-package (powermetrics CPU Power + GPU Power; excludes display, DRAM, ANE)",,,D2,macbook/results.csv,34
unified-memory-laptop,MacBook Pro / Apple M4 Pro 14-core / 24 GB unified,Metal,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,text-128,128,,,,256,5,sustained,158,,822,50.4,5220,7.7,unified (no discrete VRAM),22.7,0.6,437,mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it),"soc-package (powermetrics CPU Power + GPU Power; excludes display, DRAM, ANE)",,,D2,macbook/results.csv,35
unified-memory-laptop,MacBook Pro / Apple M4 Pro 14-core / 24 GB unified,Metal,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,text-512,513,,,,256,1,sustained,615,,837,49.8,5730,7.7,unified (no discrete VRAM),22.7,0.6,442,mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it),"soc-package (powermetrics CPU Power + GPU Power; excludes display, DRAM, ANE)",,,D2,macbook/results.csv,36
unified-memory-laptop,MacBook Pro / Apple M4 Pro 14-core / 24 GB unified,Metal,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,text-512,513,,,,256,2,sustained,615,,837,49.8,5730,7.7,unified (no discrete VRAM),23.8,0.6,464,mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); vm_stat delta (system-wide) swapin=44 swapout=0 compress=0,"soc-package (powermetrics CPU Power + GPU Power; excludes display, DRAM, ANE)",,,D2,macbook/results.csv,37
unified-memory-laptop,MacBook Pro / Apple M4 Pro 14-core / 24 GB unified,Metal,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,text-512,513,,,,256,3,sustained,615,,837,49.8,5740,7.7,unified (no discrete VRAM),23.9,0.6,467,mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); vm_stat delta (system-wide) swapin=24 swapout=0 compress=0,"soc-package (powermetrics CPU Power + GPU Power; excludes display, DRAM, ANE)",,,D2,macbook/results.csv,38
unified-memory-laptop,MacBook Pro / Apple M4 Pro 14-core / 24 GB unified,Metal,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,text-512,513,,,,256,4,sustained,616,,837,49.6,5760,7.7,unified (no discrete VRAM),23.7,0.6,464,mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); vm_stat delta (system-wide) swapin=678 swapout=0 compress=0,"soc-package (powermetrics CPU Power + GPU Power; excludes display, DRAM, ANE)",,,D2,macbook/results.csv,39
unified-memory-laptop,MacBook Pro / Apple M4 Pro 14-core / 24 GB unified,Metal,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,text-512,513,,,,256,5,sustained,615,,837,49.4,5770,7.7,unified (no discrete VRAM),24.8,0.6,488,"mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); vm_stat delta (system-wide) swapin=4622 swapout=0 compress=0; high system-wide memory compression during run but swapout=0 (nothing paged to disk); within-cell decode_tps CV<=0.5%, no measurable throughput impact","soc-package (powermetrics CPU Power + GPU Power; excludes display, DRAM, ANE)",,,D2,macbook/results.csv,40
unified-memory-laptop,MacBook Pro / Apple M4 Pro 14-core / 24 GB unified,Metal,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,text-2048,2048,,,,256,1,sustained,2540,,809,46.7,8000,7.7,unified (no discrete VRAM),26.7,0.6,558,mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); vm_stat delta (system-wide) swapin=24 swapout=0 compress=0,"soc-package (powermetrics CPU Power + GPU Power; excludes display, DRAM, ANE)",,,D2,macbook/results.csv,41
unified-memory-laptop,MacBook Pro / Apple M4 Pro 14-core / 24 GB unified,Metal,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,text-2048,2048,,,,256,2,sustained,2540,,808,47.4,7910,7.7,unified (no discrete VRAM),26,0.6,534,mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); vm_stat delta (system-wide) swapin=32 swapout=0 compress=0,"soc-package (powermetrics CPU Power + GPU Power; excludes display, DRAM, ANE)",,,D2,macbook/results.csv,42
unified-memory-laptop,MacBook Pro / Apple M4 Pro 14-core / 24 GB unified,Metal,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,text-2048,2048,,,,256,3,sustained,2530,,809,47.4,7910,7.7,unified (no discrete VRAM),26.2,0.6,538,mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it),"soc-package (powermetrics CPU Power + GPU Power; excludes display, DRAM, ANE)",,,D2,macbook/results.csv,43
unified-memory-laptop,MacBook Pro / Apple M4 Pro 14-core / 24 GB unified,Metal,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,text-2048,2048,,,,256,4,sustained,2530,,809,47.5,7910,7.7,unified (no discrete VRAM),26.2,0.6,536,mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); vm_stat delta (system-wide) swapin=8 swapout=0 compress=0,"soc-package (powermetrics CPU Power + GPU Power; excludes display, DRAM, ANE)",,,D2,macbook/results.csv,44
unified-memory-laptop,MacBook Pro / Apple M4 Pro 14-core / 24 GB unified,Metal,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,text-2048,2048,,,,256,5,sustained,2530,,809,47.4,7910,7.7,unified (no discrete VRAM),26,0.6,534,mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it),"soc-package (powermetrics CPU Power + GPU Power; excludes display, DRAM, ANE)",,,D2,macbook/results.csv,45
unified-memory-laptop,MacBook Pro / Apple M4 Pro 14-core / 24 GB unified,Metal,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,vision,1101,1024,,,256,1,sustained,2250,,495,48.8,7470,7.96,unified (no discrete VRAM),26.2,0.6,523,mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); vm_stat delta (system-wide) swapin=12 swapout=0 compress=0,"soc-package (powermetrics CPU Power + GPU Power; excludes display, DRAM, ANE)",,,D2,macbook/results.csv,46
unified-memory-laptop,MacBook Pro / Apple M4 Pro 14-core / 24 GB unified,Metal,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,vision,1101,1024,,,256,2,sustained,2200,,505,48.9,7420,7.97,unified (no discrete VRAM),25.8,0.6,514,mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); vm_stat delta (system-wide) swapin=12 swapout=0 compress=0,"soc-package (powermetrics CPU Power + GPU Power; excludes display, DRAM, ANE)",,,D2,macbook/results.csv,47
unified-memory-laptop,MacBook Pro / Apple M4 Pro 14-core / 24 GB unified,Metal,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,vision,1101,1024,,,256,3,sustained,2200,,506,48.9,7410,7.97,unified (no discrete VRAM),25.7,0.6,513,mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it),"soc-package (powermetrics CPU Power + GPU Power; excludes display, DRAM, ANE)",,,D2,macbook/results.csv,48
unified-memory-laptop,MacBook Pro / Apple M4 Pro 14-core / 24 GB unified,Metal,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,vision,1101,1024,,,256,4,sustained,2190,,506,48.9,7410,7.97,unified (no discrete VRAM),25.9,0.6,515,mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); vm_stat delta (system-wide) swapin=8 swapout=0 compress=0,"soc-package (powermetrics CPU Power + GPU Power; excludes display, DRAM, ANE)",,,D2,macbook/results.csv,49
unified-memory-laptop,MacBook Pro / Apple M4 Pro 14-core / 24 GB unified,Metal,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,vision,1101,1024,,,256,5,sustained,2200,,505,48.9,7410,7.97,unified (no discrete VRAM),25.6,0.6,509,mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); vm_stat delta (system-wide) swapin=816 swapout=0 compress=0,"soc-package (powermetrics CPU Power + GPU Power; excludes display, DRAM, ANE)",,,D2,macbook/results.csv,50
unified-memory-laptop,MacBook Pro / Apple M4 Pro 14-core / 24 GB unified,Metal,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,audio-30s,1540,,1500,30.0,256,1,sustained,2470,,633,48.2,7760,8.25,unified (no discrete VRAM),26.5,0.6,536,mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); vm_stat delta (system-wide) swapin=4 swapout=0 compress=0,"soc-package (powermetrics CPU Power + GPU Power; excludes display, DRAM, ANE)",,,D2,macbook/results.csv,51
unified-memory-laptop,MacBook Pro / Apple M4 Pro 14-core / 24 GB unified,Metal,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,audio-30s,1540,,1500,30.0,256,2,sustained,2410,,650,48.1,7710,8.25,unified (no discrete VRAM),26.5,0.6,536,mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); vm_stat delta (system-wide) swapin=20 swapout=0 compress=0,"soc-package (powermetrics CPU Power + GPU Power; excludes display, DRAM, ANE)",,,D2,macbook/results.csv,52
unified-memory-laptop,MacBook Pro / Apple M4 Pro 14-core / 24 GB unified,Metal,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,audio-30s,1540,,1500,30.0,256,3,sustained,2410,,650,48.2,7700,8.26,unified (no discrete VRAM),26.1,0.6,527,mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it),"soc-package (powermetrics CPU Power + GPU Power; excludes display, DRAM, ANE)",,,D2,macbook/results.csv,53
unified-memory-laptop,MacBook Pro / Apple M4 Pro 14-core / 24 GB unified,Metal,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,audio-30s,1540,,1500,30.0,256,4,sustained,2410,,650,48.2,7700,8.26,unified (no discrete VRAM),26,0.6,525,"mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); vm_stat delta (system-wide) swapin=1379 swapout=0 compress=0; high system-wide memory compression during run but swapout=0 (nothing paged to disk); within-cell decode_tps CV<=0.5%, no measurable throughput impact","soc-package (powermetrics CPU Power + GPU Power; excludes display, DRAM, ANE)",,,D2,macbook/results.csv,54
unified-memory-laptop,MacBook Pro / Apple M4 Pro 14-core / 24 GB unified,Metal,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,audio-30s,1540,,1500,30.0,256,5,sustained,2410,,650,48.2,7690,8.26,unified (no discrete VRAM),25.7,0.6,517,mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); vm_stat delta (system-wide) swapin=4 swapout=0 compress=0,"soc-package (powermetrics CPU Power + GPU Power; excludes display, DRAM, ANE)",,,D2,macbook/results.csv,55
unified-memory-laptop,MacBook Pro / Apple M4 Pro 14-core / 24 GB unified,Metal,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,audio-10s,540,,500,10.0,256,1,sustained,1160,,475,48.9,6380,8.52,unified (no discrete VRAM),24.8,0.6,493,mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); vm_stat delta (system-wide) swapin=174 swapout=0 compress=0,"soc-package (powermetrics CPU Power + GPU Power; excludes display, DRAM, ANE)",,,D2,macbook/results.csv,56
unified-memory-laptop,MacBook Pro / Apple M4 Pro 14-core / 24 GB unified,Metal,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,audio-10s,540,,500,10.0,256,2,sustained,1160,,476,49.7,6290,8.52,unified (no discrete VRAM),24.2,0.6,474,mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); vm_stat delta (system-wide) swapin=20 swapout=0 compress=0,"soc-package (powermetrics CPU Power + GPU Power; excludes display, DRAM, ANE)",,,D2,macbook/results.csv,57
unified-memory-laptop,MacBook Pro / Apple M4 Pro 14-core / 24 GB unified,Metal,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,audio-10s,540,,500,10.0,256,3,sustained,1160,,476,49.7,6290,8.52,unified (no discrete VRAM),24.7,0.6,482,mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); vm_stat delta (system-wide) swapin=8 swapout=0 compress=0,"soc-package (powermetrics CPU Power + GPU Power; excludes display, DRAM, ANE)",,,D2,macbook/results.csv,58
unified-memory-laptop,MacBook Pro / Apple M4 Pro 14-core / 24 GB unified,Metal,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,audio-10s,540,,500,10.0,256,4,sustained,1160,,476,49.7,6290,8.52,unified (no discrete VRAM),23.7,0.6,463,mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); vm_stat delta (system-wide) swapin=8 swapout=0 compress=0,"soc-package (powermetrics CPU Power + GPU Power; excludes display, DRAM, ANE)",,,D2,macbook/results.csv,59
unified-memory-laptop,MacBook Pro / Apple M4 Pro 14-core / 24 GB unified,Metal,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,audio-10s,540,,500,10.0,256,5,sustained,1160,,475,49.7,6290,8.52,unified (no discrete VRAM),24.5,0.6,479,mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); vm_stat delta (system-wide) swapin=24 swapout=0 compress=0,"soc-package (powermetrics CPU Power + GPU Power; excludes display, DRAM, ANE)",,,D2,macbook/results.csv,60
unified-memory-laptop,MacBook Pro / Apple M4 Pro 14-core / 24 GB unified,Metal,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q6_K,audio+vision,text-128,128,,,,256,1,sustained,165,,782,61.4,4320,6.63,unified (no discrete VRAM),24.2,0.6,383,mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it),"soc-package (powermetrics CPU Power + GPU Power; excludes display, DRAM, ANE)",,,D2,macbook/results.csv,61
unified-memory-laptop,MacBook Pro / Apple M4 Pro 14-core / 24 GB unified,Metal,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q6_K,audio+vision,text-128,128,,,,256,2,sustained,166,,781,61.3,4320,6.63,unified (no discrete VRAM),24.4,0.6,387,mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it),"soc-package (powermetrics CPU Power + GPU Power; excludes display, DRAM, ANE)",,,D2,macbook/results.csv,62
unified-memory-laptop,MacBook Pro / Apple M4 Pro 14-core / 24 GB unified,Metal,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q6_K,audio+vision,text-128,128,,,,256,3,sustained,165,,785,61,4340,6.63,unified (no discrete VRAM),24.7,0.6,393,mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); vm_stat delta (system-wide) swapin=4 swapout=0 compress=0,"soc-package (powermetrics CPU Power + GPU Power; excludes display, DRAM, ANE)",,,D2,macbook/results.csv,63
unified-memory-laptop,MacBook Pro / Apple M4 Pro 14-core / 24 GB unified,Metal,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q6_K,audio+vision,text-128,128,,,,256,4,sustained,168,,769,60.8,4360,6.63,unified (no discrete VRAM),24.3,0.6,388,mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it),"soc-package (powermetrics CPU Power + GPU Power; excludes display, DRAM, ANE)",,,D2,macbook/results.csv,64
unified-memory-laptop,MacBook Pro / Apple M4 Pro 14-core / 24 GB unified,Metal,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q6_K,audio+vision,text-128,128,,,,256,5,sustained,166,,780,61.4,4320,6.63,unified (no discrete VRAM),24.1,0.6,382,mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); vm_stat delta (system-wide) swapin=4 swapout=0 compress=0,"soc-package (powermetrics CPU Power + GPU Power; excludes display, DRAM, ANE)",,,D2,macbook/results.csv,65
unified-memory-laptop,MacBook Pro / Apple M4 Pro 14-core / 24 GB unified,Metal,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q6_K,audio+vision,text-512,513,,,,256,1,sustained,649,,793,60.5,4860,6.63,unified (no discrete VRAM),25.5,0.6,411,mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); vm_stat delta (system-wide) swapin=16 swapout=0 compress=0,"soc-package (powermetrics CPU Power + GPU Power; excludes display, DRAM, ANE)",,,D2,macbook/results.csv,66
unified-memory-laptop,MacBook Pro / Apple M4 Pro 14-core / 24 GB unified,Metal,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q6_K,audio+vision,text-512,513,,,,256,2,sustained,647,,795,60.5,4860,6.63,unified (no discrete VRAM),25.3,0.6,407,mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); vm_stat delta (system-wide) swapin=4 swapout=0 compress=0,"soc-package (powermetrics CPU Power + GPU Power; excludes display, DRAM, ANE)",,,D2,macbook/results.csv,67
unified-memory-laptop,MacBook Pro / Apple M4 Pro 14-core / 24 GB unified,Metal,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q6_K,audio+vision,text-512,513,,,,256,3,sustained,648,,795,60.5,4870,6.63,unified (no discrete VRAM),25.3,0.6,407,mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); vm_stat delta (system-wide) swapin=16 swapout=0 compress=0,"soc-package (powermetrics CPU Power + GPU Power; excludes display, DRAM, ANE)",,,D2,macbook/results.csv,68
unified-memory-laptop,MacBook Pro / Apple M4 Pro 14-core / 24 GB unified,Metal,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q6_K,audio+vision,text-512,513,,,,256,4,sustained,648,,795,60.4,4870,6.63,unified (no discrete VRAM),25.3,0.6,407,mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); vm_stat delta (system-wide) swapin=4 swapout=0 compress=0,"soc-package (powermetrics CPU Power + GPU Power; excludes display, DRAM, ANE)",,,D2,macbook/results.csv,69
unified-memory-laptop,MacBook Pro / Apple M4 Pro 14-core / 24 GB unified,Metal,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q6_K,audio+vision,text-512,513,,,,256,5,sustained,648,,795,60.4,4870,6.63,unified (no discrete VRAM),25.5,0.6,410,mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); vm_stat delta (system-wide) swapin=8 swapout=0 compress=0,"soc-package (powermetrics CPU Power + GPU Power; excludes display, DRAM, ANE)",,,D2,macbook/results.csv,70
unified-memory-laptop,MacBook Pro / Apple M4 Pro 14-core / 24 GB unified,Metal,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q6_K,audio+vision,text-2048,2048,,,,256,1,sustained,2680,,765,57,7160,6.63,unified (no discrete VRAM),28.2,0.6,482,mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); vm_stat delta (system-wide) swapin=4 swapout=0 compress=0,"soc-package (powermetrics CPU Power + GPU Power; excludes display, DRAM, ANE)",,,D2,macbook/results.csv,71
